;Preco;Marca;Nome;Modelo;Km;Ano;Estado;Regiao;Loja
0;79.990;Volkswagen;Virtus;1.0 200 Tsi Comfortline;71.300;2018;SP;Santo Amaro - São Paulo Zona Sul;Vazio
1;67.900;Ford;Focus;2.0 Titanium 16v;90.912;2015;SP;Santo Amaro - São Paulo Zona Sul;Vazio
2;69.990;Honda;Fit;1.5 Ex 16v;72.854;2016;SP;Jardim Mosteiro - Ribeirão Preto;Vazio
3;58.399;Chevrolet;Onix;1.0 Mpfi Lt 8v;58.000;2018;SP;Vila Marieta - São Paulo Zona Leste;Vazio
4;66.900;Fiat;Strada;1.4 Mpi Hard Working Cs 8v;54.518;2020;SP;Jurubatuba - São Paulo Zona Sul;Vazio
5;89.500;Honda;Fit;Ex Cvt Automatico _4p_;20.544;2019;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
6;58.990;Volkswagen;Fox;1.6 Msi Comfortline 8v;47.250;2018;SP;Santo Amaro - São Paulo Zona Sul;Vazio
7;75.000;Honda;Fit;Lx Cvt;51.987;2017;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
8;68.900;Ford;Focus;Sedan 2.0 Titanium Sedan 16v;87.000;2015;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
9;90.000;Jeep;Renegade;Sport At;48.287;2019;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
10;89.990;Volkswagen;Polo;Highline 200 Tsi 1.0 Flex 12v Aut;52.000;2019;SP;Iporanga - Sorocaba;Vazio
11;86.899;Toyota;Corolla;1.8 Gli 16v;22.000;2015;SP;Vila Hermínia - Guarulhos;Vazio
12;57.990;Chevrolet;Onix;1.0 Mpfi Lt 8v;81.910;2019;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
13;65.990;Renault;Duster;2.0 16v Dynamique;100.144;2017;SP;Jardim Mosteiro - Ribeirão Preto;Vazio
14;79.870;Honda;Civic;Civic Sedan Lxr 2.0 Flexone 16v Aut. 4p;59.700;2016;SP;Vila Regente Feijó - São Paulo Zona Leste;Vazio
15;62.990;Volkswagen;Fox;1.6 Msi Total Xtreme;42.240;2018;SP;Vila Noêmia - Mauá;Vazio
16;60.900;Chevrolet;Spin;1.8 Ltz 8v;92.805;2015;SP;Jurubatuba - São Paulo Zona Sul;Vazio
17;72.990;Toyota;Etios;1.5 X Plus Sedan 16v;55.200;2020;SP;Santo Amaro - São Paulo Zona Sul;Vazio
18;64.900;Honda;Fit;1.5 Lx 16v;90.000;2015;SP;Dos Casa - São Bernardo do Campo;Vazio
19;72.900;Hyundai;Hb20s;1.6 Comfort Plus 16v;44.000;2019;SP;Dos Casa - São Bernardo do Campo;Vazio
20;61.900;Toyota;Etios;Hb X Vsc At;74.000;2019;SP;Centro - Ribeirão Pires;Vazio
21;82.000;Chevrolet;Cruze;Chev Lt Hb At;56.064;2018;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
22;88.000;Nissan;Kicks;Sl Cvt;52.815;2017;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
23;71.399;Chevrolet;Prisma;1.4 Mpfi Lt 8v;23.000;2018;SP;Vila Marieta - São Paulo Zona Leste;Vazio
24;61.900;Hyundai;Hb20;1.6 Comfort Style 16v;81.000;2017;SP;Santo Amaro - São Paulo Zona Sul;Vazio
25;55.800;Renault;Sandero;1.0 12v Sce Gt Line;65.000;2020;SP;Jardim Sumare - Ribeirão Preto;Vazio
26;75.990;Volkswagen;Golf;1.4 Tsi Comfortline 16v;90.000;2015;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
27;61.900;Ford;Ecosport;1.6 Freestyle 16v;75.618;2015;SP;Vila Anchieta - São José do Rio Preto;Vazio
28;86.900;Volkswagen;Virtus;1.0 200 Tsi Comfortline;61.867;2019;SP;Vila Anchieta - São José do Rio Preto;Vazio
29;79.000;Jeep;Renegade;Sport At;52.593;2017;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
30;74.990;Toyota;Corolla;1.8 Gli 16v;165.000;2015;SP;Santo Amaro - São Paulo Zona Sul;Vazio
31;69.900;Hyundai;Hb20s;1.6 Comfort Plus 16v;51.100;2019;SP;Santo Amaro - São Paulo Zona Sul;Vazio
32;89.900;Renault;Captur;1.6 16v Sce Intense;44.000;2019;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
33;63.900;Toyota;Etios;1.5 X Plus Sedan 16v;55.400;2019;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
34;60.390;Hyundai;Tucson;2.0 Mpfi Gls 16v 143cv 2wd;79.050;2015;SP;Parque Capuava - Santo André;Vazio
35;73.899;Hyundai;Hb20x;1.6 16v Premium;45.500;2017;SP;Vila Hermínia - Guarulhos;Vazio
36;82.900;Volkswagen;Saveiro;1.6 Cross Ce 16v;150.370;2018;SP;Ribeirânia - Ribeirão Preto;Vazio
37;81.900;Jeep;Renegade;1.8 16v Longitude;85.350;2016;SP;Ribeirânia - Ribeirão Preto;Vazio
38;82.900;Volkswagen;Polo;1.0 200 Tsi Highline;25.603;2018;SP;Parque Capuava - Santo André;Vazio
39;88.900;Nissan;Kicks;1.6 16v Flexstart Sl;58.300;2017;SP;Santo Amaro - São Paulo Zona Sul;Vazio
40;66.990;Chevrolet;Cobalt;1.8 Mpfi Elite 8v;73.200;2017;SP;Santo Amaro - São Paulo Zona Sul;Vazio
41;58.990;Chevrolet;Onix;1.0 Mpfi Lt 8v;62.000;2019;SP;Santo Amaro - São Paulo Zona Sul;Vazio
42;66.990;Chevrolet;Prisma;1.4 Mpfi Lt 8v;51.000;2019;SP;Santo Amaro - São Paulo Zona Sul;Vazio
43;58.990;Chevrolet;Onix;1.0 Mpfi Joy 8v;69.000;2020;SP;Santo Amaro - São Paulo Zona Sul;Vazio
44;61.900;Ford;Ka;1.5 Tivct Se Sedan;26.718;2020;SP;Santo Amaro - São Paulo Zona Sul;Vazio
45;56.990;Hyundai;Hb20;1.0 Unique 12v;38.204;2019;SP;Santo Amaro - São Paulo Zona Sul;Vazio
46;59.990;Hyundai;Hb20s;1.0 Unique 12v;78.599;2019;SP;Santo Amaro - São Paulo Zona Sul;Vazio
47;69.399;Honda;Fit;1.5 Lx 16v;97.000;2015;SP;Vila Marieta - São Paulo Zona Leste;Vazio
48;79.900;Volkswagen;Golf;1.4 Tsi Variant Comfortline 16v;83.500;2015;SP;Ipiranga - São Paulo Zona Sul;Vazio
49;81.900;Chevrolet;Montana;1.4 Mpfi Ls Cs 8v;9.735;2021;SP;Ribeirânia - Ribeirão Preto;Vazio
50;84.900;Honda;City;1.5 Exl 16v;68.895;2017;SP;Ipiranga - São Paulo Zona Sul;Premium Auto Shopping
51;86.900;Volkswagen;Saveiro;1.6 Cross Cd 16v;72.174;2017;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
52;69.990;Honda;City;1.5 Exl 16v;122.000;2015;SP;Baeta Neves - São Bernardo do Campo;Vazio
53;59.990;Volkswagen;Spacefox;1.6 Msi Trendline 8v;60.000;2019;SP;Rudge Ramos - São Bernardo do Campo;Vazio
54;61.990;Citroën;Aircross;1.6 Feel 16v;78.000;2017;SP;Cambuci - São Paulo Zona Sul;Vazio
55;89.990;Hyundai;Creta;16a Pulse;67.500;2018;SP;Vila Nova Conceição - São Paulo Zona Sul;Vazio
56;84.900;Honda;Wr-v;1.5 16v Ex;71.000;2018;SP;Parque Capuava - Santo André;Vazio
57;56.900;Volkswagen;Up!;Up Move Mcv;81.874;2019;SP;Centro - Ribeirão Pires;Vazio
58;88.900;Jeep;Renegade;1.8 Longitude Flex Aut. 5p;80.000;2016;SP;Tamboré - Barueri;Vazio
59;86.900;Citroã«n;C4;Cactus 1.6 Feel 16v Aut. 5p;59.000;2020;SP;Tamboré - Barueri;Vazio
60;81.990;Honda;Civic;2.0 Lxr 16v;80.000;2016;SP;Jardim Sumare - Ribeirão Preto;Vazio
61;55.700;Chevrolet;Onix;1.0 Mpfi Lt 8v;65.000;2019;SP;Moóca - São Paulo Zona Leste;Vazio
62;61.900;Hyundai;Hb20s;1.0 Unique 12v;46.577;2019;SP;Jurubatuba - São Paulo Zona Sul;Vazio
63;89.900;Volkswagen;Polo;1.0 200 Tsi Highline Automático;81.000;2019;SP;São Paulo Zona Norte;Vazio
64;79.900;Honda;Fit;1.5 Ex 16v;60.800;2017;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
65;81.990;Honda;Civic;2.0 Lxr 16v Flex 4p Automático;93.334;2016;SP;Sorocaba;Vazio
66;69.990;Hyundai;Hb20s;Hyundai Hb20s 1.6 Comfort Plus 16v Flex 4p Manual 4p - 17/1;40.041;2018;SP;Ponte Preta - Campinas;Vazio
67;57.990;Fiat;Argo;1.3 Firefly Flex Drive Manual;108.349;2018;SP;Sorocaba;Vazio
68;66.900;Chevrolet;Onix;1.4 Mpfi Ltz 8v;40.000;2018;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
69;69.990;Chevrolet;Onix;1.4 Mpfi Activ 8v;94.000;2017;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
70;89.990;Volkswagen;Jetta;2.0 Tsi Highline 211cv;99.000;2015;SP;Parque São Lucas - São Paulo Zona Leste;Vazio
71;65.990;Hyundai;Hb20;1.6 Comfort Plus 16v;69.000;2017;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
72;55.890;Renault;Duster;Duster 1.6 16v Expression (flex);131.483;2015;SP;Centro - Jacareí;Vazio
73;75.899;Hyundai;Hb20x;1.6 16v Premium;32.800;2018;SP;Parque Capuava - Santo André;Vazio
74;58.900;Chevrolet;Onix;1.0 Lt 5p;32.570;2019;SP;Centro - Guarulhos;Vazio
75;79.990;Hyundai;Hb20s;1.6 Comfort Style 16v Flex 4p Automático;48.404;2019;SP;Sorocaba;Vazio
76;56.900;Hyundai;Hb20;1.0 Unique 12v;49.900;2019;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
77;74.900;Honda;Civic;1.8 Lxs 16v;129.300;2015;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
78;89.900;Hyundai;Creta;1.6 16v Attitude;53.600;2017;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
79;59.990;Fiat;Argo;1.0 Firefly Flex Drive Manual;62.242;2019;SP;Sorocaba;Vazio
80;86.990;Chevrolet;Cruze;1.4 Turbo Lt 16v;74.500;2017;SP;Santo Amaro - São Paulo Zona Sul;Vazio
81;88.190;Toyota;Corolla;1.8 Gli 16v;71.372;2017;SP;Vila Ipiranga - Mogi das Cruzes;Vazio
82;77.990;Chevrolet;Tracker;1.8 Mpfi Ltz 4x2 16v Flex 4p Automático;72.436;2015;SP;Sorocaba;Vazio
83;87.990;Nissan;Kicks;1.6 16v Flexstart S;60.000;2018;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
84;68.990;Hyundai;Hb20x;1.6 16v Style;95.000;2017;SP;Ipiranga - São Paulo Zona Sul;Premium Auto Shopping
85;60.900;Hyundai;Hb20;1.0 Unique 12v;78.000;2019;SP;Ribeirânia - Ribeirão Preto;Vazio
86;62.900;Jac;T40;1.5 16v Jetflex 5p;52.000;2018;SP;Alto do Ipiranga - São Paulo Zona Sul;Vazio
87;57.900;Jac;T6;2.0 16v Jetflex 5p;63.800;2016;SP;Alto do Ipiranga - São Paulo Zona Sul;Vazio
88;72.900;Renault;Duster;2.0 16v Dynamique Hi-flex Aut. 5p;43.000;2017;SP;Tamboré - Barueri;Vazio
89;84.899;Honda;Fit;1.5 Lx 16v;57.800;2018;SP;Parque Capuava - Santo André;Vazio
90;55.399;Citroën;C3;1.6 Tendance 16v;77.000;2016;SP;Vila Marieta - São Paulo Zona Leste;Vazio
91;68.900;Peugeot;2008;1.6 16v Griffe;47.618;2016;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
92;59.800;Fiat;Doblo;1.8 Mpi Essence 7l 16v;84.157;2016;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
93;61.888;Toyota;Etios;1.3 X 16v;18.000;2018;SP;Capuava - Santo André;Vazio
94;56.888;Hyundai;Hb20;1.6 Comfort Style 16v;90.000;2016;SP;Capuava - Santo André;Vazio
95;89.790;Kia;Cerato;1.6 Sx 16v;30.053;2019;SP;Vila Almeida - São Paulo Zona Sul;Vazio
96;77.900;Hyundai;Hb20;1.6 R Spec 16v;12.500;2019;SP;Vila Nova Curuçá - São Paulo Zona Leste;Vazio
97;72.790;Honda;City;1.5 Exl 16v;97.073;2015;SP;Parque Capuava - Santo André;Vazio
98;59.990;Ford;Ka;1.5 Tivct Se Sedan;59.900;2020;SP;Santo Amaro - São Paulo Zona Sul;Vazio
99;64.990;Fiat;Strada;1.4 Mpi Hard Working Cs 8v;57.000;2020;SP;Santo Amaro - São Paulo Zona Sul;Vazio
100;84.990;Volkswagen;Virtus;1.0 200 Tsi Comfortline;74.700;2020;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
101;81.900;Honda;Fit;1.5 Exl Flex Aut. 5p;70.000;2016;SP;Tamboré - Barueri;Vazio
102;78.790;Jeep;Renegade;1.8 16v Sport;56.036;2017;SP;Vila Almeida - São Paulo Zona Sul;Vazio
103;72.890;Hyundai;Hb20s;1.6 Comfort Plus 16v;19.553;2017;SP;Parque Capuava - Santo André;Vazio
104;88.790;Peugeot;2008;1.6 16v Crossway;40.673;2019;SP;Parque Capuava - Santo André;Vazio
105;67.790;Hyundai;Tucson;2.0 Mpfi Gls Base 16v 143cv 2wd;67.083;2016;SP;Vila Almeida - São Paulo Zona Sul;Vazio
106;75.500;Nissan;Versa;1.6 16v Flexstart Sl;49.879;2019;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
107;63.900;Chevrolet;Onix;1.4 Mpfi Ltz 8v;43.297;2016;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
108;74.890;Chevrolet;Onix;1.4 Mpfi Activ 8v;26.878;2019;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
109;74.997;Honda;City;1.5 Lx 16v;91.000;2016;SP;Rudge Ramos - São Bernardo do Campo;Vazio
110;86.900;Nissan;Kicks;1.6 16v Flex Sl 4p Xtronic;120.000;2017;SP;São Paulo Zona Sul;Vazio
111;89.890;Honda;Fit;1.5 Ex 16v;28.132;2018;SP;Parque Capuava - Santo André;Vazio
112;83.890;Peugeot;2008;1.6 16v Crossway;54.205;2019;SP;Parque Capuava - Santo André;Vazio
113;88.790;Nissan;Sentra;2.0 S 16v;47.653;2019;SP;Parque Capuava - Santo André;Vazio
114;65.800;Fiat;Strada;1.4 Mpi Hard Working Ce 8v;65.000;2019;SP;São José - São Caetano do Sul;Vazio
115;89.890;Volkswagen;Polo;1.0 200 Tsi Highline;55.951;2019;SP;Parque Capuava - Santo André;Vazio
116;89.990;Chevrolet;S-10;2.4 Mpfi Ls 4x2 Cd 8v;70.500;2015;SP;São Miguel Paulista - São Paulo Zona Leste;Vazio
117;89.890;Honda;Hr-v;1.8 16v Ex;88.029;2016;SP;Parque Capuava - Santo André;Vazio
118;74.890;Chevrolet;Onix;1.0 Lt;20.179;2020;SP;Parque Capuava - Santo André;Vazio
119;81.790;Renault;Duster;2.0 16v Dynamique;42.738;2019;SP;Vila Almeida - São Paulo Zona Sul;Vazio
120;56.900;Citroën;C3;1.6 Vti 120 Exclusive E;109.502;2017;SP;Demarchi - São Bernardo do Campo;Vazio
121;56.890;Hyundai;Hb20;1.0 Comfort 12v;44.000;2018;SP;Praia Grande;Vazio
122;61.888;Nissan;March;1.6 Sv 16v Flexstart;68.000;2018;SP;Capuava - Santo André;Vazio
123;63.900;Hyundai;Hb20;1.0 Comfort Plus 12v Flex 4p Manual;19.000;2019;SP;São Paulo Zona Norte;Vazio
124;78.790;Kia;Soul;1.6 Ex 16v;63.553;2015;SP;Vila Almeida - São Paulo Zona Sul;Vazio
125;82.790;Honda;Civic;2.0 Lxr 16v;112.503;2016;SP;Vila Almeida - São Paulo Zona Sul;Vazio
126;65.900;Hyundai;Hb20s;Hb20s 1.6 Premium (aut);84.733;2016;SP;Pirituba - São Paulo Zona Oeste;Vazio
127;57.899;Toyota;Etios;1.5 Xs 16v;80.000;2017;SP;Centro - São Bernardo do Campo;Vazio
128;88.790;Nissan;Sentra;2.0 S 16v;47.653;2019;SP;Vila Almeida - São Paulo Zona Sul;Vazio
129;85.790;Chevrolet;Cruze;1.4 Turbo Lt 16v;69.353;2017;SP;Parque Capuava - Santo André;Vazio
130;68.790;Renault;Duster;1.6 16v Sce Expression;64.843;2017;SP;Parque Capuava - Santo André;Vazio
131;70.900;Jeep;Renegade;1.8 16v Sport;83.000;2016;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
132;64.888;Citroën;Aircross;1.6 Feel 16v;72.000;2017;SP;Capuava - Santo André;Vazio
133;62.990;Ford;Ecosport;2.0 Freestyle 4wd 16v;79.000;2016;SP;Parque São Lucas - São Paulo Zona Leste;Vazio
134;79.899;Hyundai;Hb20s;1.6 Premium 16v;64.529;2018;SP;Vila Hermínia - Guarulhos;Vazio
135;57.990;Hyundai;Hb20;Hb20 1.6 Comfort Plus;54.355;2018;SP;São Paulo;Vazio
136;61.790;Hyundai;Tucson;2.0 Mpfi Gls 16v 143cv 2wd;107.863;2015;SP;Vila Almeida - São Paulo Zona Sul;Vazio
137;67.790;Hyundai;Tucson;2.0 Mpfi Gls Base 16v 143cv 2wd;78.017;2016;SP;Vila Almeida - São Paulo Zona Sul;Vazio
138;89.900;Nissan;Kicks;1.6 16v Sl;35.641;2017;SP;Jardim Maringá - Mauá;Vazio
139;58.900;Hyundai;Hb20;1.0 Comfort 12v;83.000;2018;SP;Santo Amaro - São Paulo Zona Sul;Vazio
140;61.900;Hyundai;Hb20s;1.0 Unique 12v;54.197;2019;SP;Jurubatuba - São Paulo Zona Sul;Vazio
141;67.790;Hyundai;Tucson;2.0 Mpfi Gls 16v 143cv 2wd;56.043;2016;SP;Vila Almeida - São Paulo Zona Sul;Vazio
142;87.900;Toyota;Corolla;1.8 Gli 16v;58.617;2017;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
143;55.997;Ford;Ka;1.0 Se Plus 12v;58.000;2019;SP;Rudge Ramos - São Bernardo do Campo;Vazio
144;77.997;Jeep;Renegade;1.8 16v Sport;99.000;2016;SP;Rudge Ramos - São Bernardo do Campo;Vazio
145;59.900;Chevrolet;Onix;Onix 1.4 Ltz Spe/4 (aut);83.203;2016;SP;Pirituba - São Paulo Zona Oeste;Vazio
146;84.900;Toyota;Corolla;2.0 Xei 16v;87.000;2015;SP;Jardim Botânico - Ribeirão Preto;Vazio
147;73.900;Chevrolet;Onix;Onix Hatch Activ 1.4 8v Flex 5p Aut.;35.187;2019;SP;Freguesia do Ó - São Paulo Zona Norte;Vazio
148;55.990;Chevrolet;Onix;1.0 Mpfi Joy 8v;45.000;2020;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
149;79.990;Jeep;Renegade;1.8 16v Longitude;69.062;2016;SP;Jardim Santo Amaro - São Paulo Zona Sul;Vazio
150;67.790;Hyundai;Tucson;2.0 Mpfi Gls 16v 143cv 2wd;74.873;2016;SP;Vila Almeida - São Paulo Zona Sul;Vazio
151;62.900;Chevrolet;Onix;1.4 Mpfi Ltz 8v;58.936;2017;SP;Jardim Maringá - Mauá;Vazio
152;89.790;Kia;Cerato;1.6 Sx 16v;39.053;2019;SP;Parque Capuava - Santo André;Vazio
153;88.790;Renault;Captur;1.6 16v Sce Life;30.153;2019;SP;Vila Almeida - São Paulo Zona Sul;Vazio
154;74.790;Hyundai;Hb20s;1.6 Comfort Plus 16v;31.193;2019;SP;Parque Capuava - Santo André;Vazio
155;82.900;Honda;Fit;1.5 Personal 16v;24.196;2018;SP;Vila Anchieta - São José do Rio Preto;Vazio
156;81.900;Fiat;Doblo;1.8 Mpi Essence 7l 16v;103.239;2020;SP;Vila Anchieta - São José do Rio Preto;Vazio
157;88.790;Renault;Captur;1.6 16v Sce Life;40.156;2019;SP;Parque Capuava - Santo André;Vazio
158;63.890;Chevrolet;Onix;1.4 Mpfi Lt 8v;60.800;2019;SP;Centro - São Bernardo do Campo;Vazio
159;84.890;Kia;Cerato;1.6 Sx 16v;21.232;2018;SP;Centro - São Bernardo do Campo;Vazio
160;59.790;Fiat;Argo;1.0 Firefly Drive;32.273;2018;SP;Vila Almeida - São Paulo Zona Sul;Vazio
161;56.990;Chevrolet;Montana;1.4 Mpfi Ls Cs 8v;82.000;2019;SP;Santo Amaro - São Paulo Zona Sul;Vazio
162;77.990;Nissan;Sentra;2.0 S 16v Flexstart;63.000;2018;SP;Itaim Bibi - São Paulo Zona Sul;Vazio
163;83.900;Chevrolet;Cruze;1.4 Turbo Lt 16v;76.500;2018;SP;Ipiranga - São Paulo Zona Sul;Vazio
164;69.990;Nissan;Versa;1.6 16v Flexstart Unique;80.000;2018;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
165;84.790;Hyundai;Ix35;2.0 Mpfi Gls 16v;130.033;2015;SP;Parque Capuava - Santo André;Vazio
166;83.790;Jeep;Renegade;1.8 16v Longitude;77.563;2016;SP;Parque Capuava - Santo André;Vazio
167;74.870;Jeep;Renegade;Renegade Sport 1.8 (flex);88.800;2017;SP;Alto da Mooca - São Paulo Zona Leste;Vazio
168;78.990;Peugeot;2008;1.6 Allure Pack 16v Flex Aut. 5p;45.500;2020;SP;AlphavilleTamboré;Vazio
169;55.900;Citroã«n;Aircross;1.6 16v Start Flex 5p;57.961;2018;SP;Alto do Ipiranga - São Paulo Zona Sul;Vazio
170;71.900;Fiat;Cronos;1.3 Firefly Drive;42.000;2019;SP;Parque Capuava - Santo André;Vazio
171;79.990;Honda;Civic;2.0 Lxr 16v;91.007;2016;SP;Jardim Santo Amaro - São Paulo Zona Sul;Vazio
172;80.900;Honda;Fit;1.5 Lx 16v;43.155;2017;SP;Jurubatuba - São Paulo Zona Sul;Vazio
173;89.900;Hyundai;Creta;1.6 16v Flex Attitude Automático;59.000;2018;SP;São Paulo Zona Sul;Vazio
174;69.999;Fiat;Cronos;1.3 Firefly Drive;25.840;2019;SP;José Menino - Santos;Vazio
175;56.900;Ford;Ka;1.5 Sigma Sel Plus;69.000;2018;SP;Parque Capuava - Santo André;Vazio
176;89.900;Suzuki;Jimny;1.3 4all 4x4 16v;24.000;2019;SP;Parque Capuava - Santo André;Vazio
177;89.900;Honda;Hr-v;1.8 16v Ex;55.194;2016;SP;Centro - São Bernardo do Campo;Vazio
178;57.990;Hyundai;Hb20;1.0 Unique 12v;48.463;2019;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
179;55.990;Chevrolet;Onix;1.0 Mpfi Joy 8v;52.000;2020;SP;Rudge Ramos - São Bernardo do Campo;Premium Auto Shopping
180;83.990;Honda;City;1.5 Lx 16v;50.000;2018;SP;Itaim Bibi - São Paulo Zona Sul;Vazio
181;59.990;Ford;Ecosport;1.6 Freestyle 16v;92.352;2015;SP;Jardim Santo Amaro - São Paulo Zona Sul;Vazio
182;88.790;Renault;Captur;1.6 16v Sce Intense;58.163;2018;SP;Vila Almeida - São Paulo Zona Sul;Vazio
183;71.900;Honda;Civic;1.8 Lxs 16v Flex 4p Automático;94.560;2015;SP;São Paulo Zona Sul;Vazio
184;61.790;Hyundai;Tucson;2.0 Mpfi Gls 16v 143cv 2wd;78.373;2015;SP;Vila Almeida - São Paulo Zona Sul;Vazio
185;66.890;Hyundai;Hb20;1.6 Premium 16v;73.400;2017;SP;Centro - São Bernardo do Campo;Vazio
186;58.790;Fiat;Argo;1.0 Firefly Drive;42.273;2018;SP;Parque Capuava - Santo André;Vazio
187;57.900;Chevrolet;Montana;1.4 Mpfi Ls Cs 8v;49.000;2019;SP;Santa Paula - São Caetano do Sul;Vazio
188;89.900;Mitsubishi;Asx;2.0 Outdoor 16v;72.000;2016;SP;Parque Capuava - Santo André;Vazio
189;65.900;Toyota;Etios;1.5 X Sedan 16v;33.000;2019;SP;Parque Capuava - Santo André;Vazio
190;79.990;Jeep;Renegade;1.8 16v;57.000;2018;SP;Parque Capuava - Santo André;Vazio
191;68.900;Chevrolet;Onix;1.4 Mpfi Activ 8v;97.018;2018;SP;Jardim Mosteiro - Ribeirão Preto;Vazio
192;60.990;Hyundai;Hb20s;1.0 Unique 12v Flex 4p Manual;77.849;2019;SP;Presidente Prudente;Vazio
193;89.900;Jeep;Renegade;1.8 16v Longitude;48.000;2018;SP;Parque Capuava - Santo André;Vazio
194;76.900;Hyundai;Hb20s;1.6 Copa Do Mundo Fifa 16v;46.000;2019;SP;Parque Capuava - Santo André;Vazio
195;69.990;Honda;Fit;1.5 Lx 16v;73.000;2016;SP;Centro - São Bernardo do Campo;Vazio
196;75.990;Hyundai;Hb20s;1.6 Premium 16v;30.000;2018;SP;Itaim Bibi - São Paulo Zona Sul;Vazio
197;82.990;Volkswagen;Golf;1.6 Msi Comfortline 16v Total;84.000;2016;SP;Itaim Bibi - São Paulo Zona Sul;Vazio
198;59.990;Volkswagen;Saveiro;1.6 Msi Robust Cs 8v;68.000;2019;SP;Santo Antônio - São Caetano do Sul;Vazio
199;67.990;Ford;Ecosport;1.6 Se 16v;57.000;2017;SP;Parque da Mooca - São Paulo Zona Leste;Premium Auto Shopping
200;68.990;Honda;Fit;Fit 1.5 16v Lx Cvt (flex);120.092;2016;SP;São Paulo;Vazio
201;65.900;Toyota;Etios;1.5 X Plus Sedan 16v;64.181;2019;SP;Vila Das Belezas - São Paulo Zona Sul;Vazio
202;59.900;Hyundai;Hb20;1.6 Comfort Plus 16v;33.121;2018;SP;Penha De Franca - São Paulo Zona Leste;Vazio
203;89.900;Chevrolet;S-10;2.5 Lt 4x4 Cd 16v;106.000;2015;SP;Penha De Franca - São Paulo Zona Leste;Vazio
204;68.990;Chevrolet;Cruze;1.8 Lt 16v Sedan;133.611;2015;SP;Centro - São Bernardo do Campo;Vazio
205;83.890;Honda;Fit;1.5 Ex 16v;59.800;2018;SP;Centro - São Caetano do Sul;Premium Auto Shopping
206;79.990;Renault;Duster;2.0 16v Dynamique;48.000;2018;SP;Santo Antônio - São Caetano do Sul;Vazio
207;70.900;Honda;Civic;1.8 Lxs 16v;69.234;2015;SP;Jardim Maringá - Mauá;Vazio
208;68.000;Honda;Fit;1.5 Lx Flex Aut. 5p;83.771;2015;SP;Penha - São Paulo Zona Leste;Vazio
209;67.500;Honda;Fit;1.5 Lx Flex Aut. 5p;83.770;2015;SP;Penha - São Paulo Zona Leste;Vazio
210;63.900;Fiat;Weekend;1.8 16v Adventure Flex 5p;87.000;2019;SP;Jardim Bela Vista - Santo André;Vazio
211;76.900;Renault;Duster;1.6 16v Dynamique Sce 5p;96.000;2019;SP;Jardim Bela Vista - Santo André;Vazio
212;74.990;Chevrolet;Onix;1.4 Lt Aut. 5p;10.000;2019;SP;Penha De Franca - São Paulo Zona Leste;Vazio
213;81.990;Jeep;Renegade;1.8 Sport Flex 5p;30.000;2018;SP;Vila Marieta - São Paulo Zona Leste;Vazio
214;64.990;Honda;Fit;1.5 Lx Flex Aut. 5p;77.000;2015;SP;São Miguel Paulista - São Paulo Zona Leste;Vazio
215;84.990;Honda;Fit;1.5 Ex Flex Aut. 5p;34.000;2018;SP;São Miguel Paulista - São Paulo Zona Leste;Vazio
216;67.900;Hyundai;Hb20;1.0 Sense Flex 5p Marchas;6.563;2021;SP;Vila Divina Pastora - São Paulo Zona Leste;Vazio
217;70.890;Chevrolet;Onix;1.4 Advantage Aut. 5p;41.452;2019;SP;Jardim Alzira Franco - Santo André;Vazio
